employee_title,location,employee_status,review_title,pros,cons,rating_overall
 Business Development Manager,Singapore,30 Oct 2020 ,nice place to be if starting out,"great workplace, good environment, this would be a good place to start your career with.
","its a large organization so it could be hard to get around
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Technical Specialist,Singapore,13 Oct 2020 ,Best Place to work at with excellent well-being package,"Excellent benefits
Great helpful colleagues
Non-stop growth opportunities
","Documents get deprecated easily
Takes at least 6 months to ramp up due to overwhelming information
Hard to climb
1 person found this review helpful
Helpful
Share
Repor",5.0
 Business Development Associate,Singapore,15 Oct 2020 ,Good,"very very very very good
","no cons that i experienced
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Sales Associate,Singapore,13 Oct 2020 ,Great culture,"Great culture and good place to work
","Not many, just a very large corporation
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Digital Marketing Specialist,Singapore,14 Oct 2020 ,Love it,"Like the food coffee people and work culture
","Everything has to be read between the lines
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Business Development Manager,Singapore,11 Oct 2020 ,-,"Excellent team and work culture
","Fast paced environment and high expectation
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,1 Oct 2020 ,Amazing company to work in,"It really cares about the people & the people are amazing
","Some people at the top are way too comfortable
Be the first to find this review helpful
Helpful
Share
Repor",5.0
" Manager, Analytics",Singapore,11 Oct 2020 ,Good place to work,"Impact of work
Perks are good
","Working for different time zones
Be the first to find this review helpful
Helpful
Share
Repor",3.0
 Google Engineering Practicum,Singapore,25 Sept 2020 ,Good place to start career.,"Easy Going and plenty of employee benefits.
","Sometimes lack structure and timing.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Student,"Bedok New Town,",19 Sept 2020 ,was good,"Awesome and had fun and supportive
","There are literally no cons
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Senior Recruiter,,15 Sept 2020 ,Great company,"Benefits, culture, innovation, technology, global network.
","Sometimes overly political, a lot of virtue signaling.
Advice to Management
Too many people in leadership roles who don't know what those in Individual Contributor roles actually need or do.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,Singapore,13 Sept 2020 ,Great place to work at!,"A lot of independence over your work. Full of amazing and smart people that you can continuously learn from. Great perks and benefits (especially a super generous medical coverage).
","It gets a bit bureaucratic to do things/launch some things at times as everything needs to be thoroughly reviewed. With so many amazing folks around sometimes it's hard to stand out from the crowd, and this might give you a case of Impostor Syndrome.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Engineer,Singapore,13 Sept 2020 ,"Great working culture, pay is great","Flexible working arrangements, relaxed atmosphere
","I can't find a flaw.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Product Sprint,Singapore,9 Sept 2020 ,Great mentorship,"- Get to work on a group project under great mentorship of a google engineer
- Weekly soft skills and technical skills training sessions
","Nothing much. It is a very well organized program
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Recruiter,Singapore,24 Sept 2020 ,---------,"good culture and benefit. pleasant journey
","nothing to complain. good one
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Senior Solutions Consultant,Singapore,12 Sept 2020 ,Great culture and people but slow career progression,,"ltant in Singapore
Recommend
CEO Approval
Business Outlook
Pros
Culture and people are amazing. The perks and the ""people-first"" mindset (at least in the Ads business) are great.
Cons
Slow career progression and lack of opportunities to move fast and innovate.
Advice to Management
The company should strike a better balance. The ""people-first"" mindset does makes low performers comfortable (resting and vesting) and sacrifices strong performers who struggle to find opportunities and leave. In the medium-long term this cannot benefit the Company.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
Anonymous,,27 Aug 2020 ,Good place,"Good money and good office
","No work and under work
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Sales Manager,Singapore,24 Aug 2020 ,great,"great for the full job
","busy with working all day
Advice to Management
holiday
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,22 Aug 2020 ,good working environment,"good environment 
friendly co-workers
good culture
","long hours 
multiple projects
no work life balance
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Associate Director,Singapore,1 Sept 2020 ,Great company,"Great company to work for
","Test test test test test
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Engineer,Singapore,26 Aug 2020 ,Maintain DC Business,"Good enviroment, flexible working time
","A lot of OT, not enough man power
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Software Developer,,23 Aug 2020 ,Good,"Nicer place to work in
","nothing to say anything bad
Be the first to find this review helpful
Helpful
Share
Repor",2.0
 Data Analyst,Singapore,1 Aug 2020 ,Great company to work for,"Great WLB culture, encourage collaboration
","Moving up is hard since everyone is excellent
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Field Sales Representative,Singapore,28 Aug 2020 ,Cloud Singapore - Poisonous snakepit,"Compensation package (management offering us relief in COVID era)
Cloud products (cutting edge platform, destroyed by lack of management reality checks)
","- Regional management and politics
(Leaders hired mostly from AWS bringing AWS processes and culture. Leaders criticize constantly and do not offer tangible solutions all the while claiming credit for work they do not do.)
- Promotions/Development - Old boys club (if you are tight with APAC management, ex aws, can coast, not do a thing, be none the wiser and get paid)
- Lack of direction
We spend too much time to make plans and do not meet customers as much as we would like to. Conflicting directions or lack of from teams.
Advice to Management
Walk the talk
2 people found this review helpful
Helpful
Share
Repor",1.0
Anonymous,Singapore,8 Jul 2020 ,One of best companies I've known,"- Learn how to genuinely care for people, be it clients, stakeholders, or public
- Benefits, perks, discounts, travels, insurance (seriously best insurance)
- People are very nice here
- Free food, drinks, and snacks all the time
- Fun environment, a bit like college campus feel
","No cons as of now
1 person found this review helpful
Helpful
Share
Repor",5.0
 Senior Software Developer,,7 Aug 2020 ,Always on the go,"Good working environment, good pay
","you will be lost in so many others
Advice to Management
none
Be the first to find this review helpful
Helpful
Share
Repor",1.0
 Technician,"Bedok New Town,",8 Jul 2020 ,Tine water,"Technology lifestyle brand salary devastating
","Tech life broad pay hood
Be the first to find this review helpful
Helpful
Share
Repor",3.0
Anonymous,,23 Jun 2020 ,Love working here,"People, culture, senior Management, values
","Execution, matrix org, career growth, high expectations
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Technology Analyst,Singapore,16 Jun 2020 ,Great,"Wonderful, benefit, good ppl yes
","its difficult to get in.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Field Sales,,19 Jun 2020 ,Google Cloud != old idealised Google,"if (Money, Interesting People, Glamour, Pageantry, vestiges of old Google) { 

//are your priorities at this stage then by all means join, Google in all its glory and cliches are true, its fun, don't let it get into your head. Observe what is applicable in the real world, use your time to build up network, and projects that truly tickle your passion. Save your money and RSU, don’t acquire vices along the way, your colleagues will inevitably influence your drive to keep up with the pretence that this world will never end, and perhaps they might be wrong//


}
","else if(old boys club, shout the loudest, inequity propels your best work){

//Welcome! I'm talking about Google Cloud here, for other parts of Google, read elsewhere//

//I question the corrosive incentives, motives and culture of Google Cloud far more than the people who live by these constraints. The danger is overtime as a person you are dyed by your environment and it will almost be impossible to back track//
}

else if (Quackery and Snake Oil is your thing) {

// if you like selling half baked Enterprise tools/engagements, and yes everyone in Google is expected to sell even you honest old architect and octo people, that doesn’t even work inside Google, products that lack any purchase process and support tools and systems. Yes we welcome you with open arms! // 

// any objection to this statement ask your hiring team what Data Systems they use in house, forget real time, theres not even one that works and you'll be pointed to multiple sources and links ? Google Cloud can't even make its dog food edible, what a load of AI nonsense //

//O yes, we can tell you all about our innovation practices, HR practices and inclusivity and freedom to express what’s in your mind but we forgot to mention that was >15 years ago. Russian proverb apparently “When money speaks, truth is silent ”, o yes and you’ll embrace anything for those RSUs and base pay. //

// Don't forget to ask your hiring manger and Directors how many of the field sales and engineering team are able to meet their ""fair calibrated, Mckinsey Tailored"" targets that directly impact their variable pay? Prepare to hear lies //
}

else if (Ideas and Rhetoric is your cup of tea and not bothering to execute) { 

// you love consultants from BCG, Mckinsey who haven't seen a real customer and solved real customer issues let alone real world problems in a while but love playing with words, ideas, stats, data through Trixes(excel sheets in G's lingo), a warm welcome! 
}

else if (SAP, Oracle, VMware, Microsoft and present day AWS not its early days) {

//if your tenets of customer obsession draws inspiration from these principals and your idea of building sustainable business is by ravaging, locking in, screwing your customers, a warm welcome! //
}
Advice to Management
Seriously and ex Oracle boss to build up a Cloud Business? Oracle is hated by all execs in the industry, its a the T-Rex that survives by ravaging its customers, I don't get it, what am I missing? 

The industry analyst will sing, your partners are going to dance, your customer will be blinded and perhaps GCP will become a big revenue contributor to Google - perhaps. Make sure the money and investments continue, soon as the wine runs out everyone wakes up with a bad hangover. And that is the truth
5 people found this review helpful
Helpful
Share
Repor",2.0
 Learning and Development Manager,Singapore,10 Jun 2020 ,Awesome,"Awesome food, coffee, benefits and people!
","Politics and competition. Slow promotions.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Engineer,Singapore,23 Jun 2020 ,Engineering,"Salaries high and the environment is very nice
","I think there are no cons
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Insight Manager,Singapore,7 Jun 2020 ,Great employee friendly culture,"Benefits, Perks and some really cool people to work with.
","Unorganised, customer responsiveness is not the greatest strength
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Technical Recruiter,Singapore,22 Jun 2020 ,Not for ambitious people,"The company takes care of their employees. Good work life balance & benefits. Nice & fun colleagues.
","You are a tiny cog in a massive machine. Extremely difficult to make real impact, or drive significant changes. Everyone is expected to assume good intent which makes it challenging to call people out for their obvious and repeated mistakes.
Be the first to find this review helpful
Helpful
Share
Repor",3.0
 Head of Market Insight,Singapore,4 Jun 2020 ,Thoughtful,"A very open and innovative place to work.
","I dont really have any cons at this time.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Sales Representative,Singapore,28 May 2020 ,Great company,"- perks and people
- benefits
- great insurance
","- rigid and slow because its too big now,
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Senior Security Specialist At Data Center,"Jurong West New Town,",25 Jun 2020 ,It is what not the hype you read in the news. Bad.,"B E N E F I T S
","Global MNC but still local mentality with horrible people management. Terrible working conditions at the Data Center. Looks good on paper but hell no. It is really quite the opposite. Management does not care about you and favoritism and racism is well and alive.
7 people found this review helpful
Helpful
Share
Repor",1.0
Anonymous,,22 May 2020 ,Good Employer,"Salary: usually higher than market average.
Work Environment: F&B, office supplies, decoration, etc.
","Bureaucracy: slow-moving decision making and sometimes cross-functional fighting.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Developer,,3 Jun 2020 ,Great,"Just awesome but i also think that special
","Too monopolistic but also i reckon that
Be the first to find this review helpful
Helpful
Share
Repor",3.0
 Intern,Singapore,14 May 2020 ,Pretty good,"Good food, modern tech facilities
","Not much to say la
Advice to Management
Go
Be the first to find this review helpful
Helpful
Share
Repor",3.0
 Account Manager,,25 Apr 2020 ,Great company culture and a good place for professional development,"Amazing people to work with. Great company culture with very good benefits. Lots of focus on personal development and many opportunities for career progression.
","It's a massive company with many people performing similar roles, especially in the ads sales business. Can be hard to differentiate yourself.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Sales Operations,,11 May 2020 ,Google Cloud ≠ Google,"Google umbrella brand, perks. The Singapore office is absolutely marvellous.
","This only pertains to Google Cloud and not the other divisions at Google.
The work environment at Google Cloud is abrasive, toxic. Take it as an old boys club (MS, Oracle, SAP, in APAC AWS) who replicate their culture within Google. Culture of firedrill which explains the lack of worklife balance. Managers can be abrasive, extreme disregard for one of the core Google value (Respect Each Other)/
Platform is cool to work with, but the work environment and the people....
6 people found this review helpful
Helpful
Share
Repor",1.0
Anonymous,,13 Apr 2020 ,Good,"It was good, they had free snacks
","Good but expected better salary
Be the first to find this review helpful
Helpful
Share
Repor",3.0
Anonymous,,9 Apr 2020 ,Good place to work,"Good benefits and flexible culture
","Hard to navigate, teams are constantly changing
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 HRO,Singapore,23 Mar 2020 ,Excellence,"comfortable and very good work environment
","overall it's good and there are no cons
Advice to Management
Overall good
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Security Officer,,23 Mar 2020 ,Great company to work for,"Benefits, liberty to express your opinion.
","Very competitive and challenging environment.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Manager,Singapore,4 Apr 2020 ,Just like any other company,"Great company of people to learn from
","Cons of any big company
Be the first to find this review helpful
Helpful
Share
Repor",3.0
Anonymous,,8 Mar 2020 ,Great employer,"Amazing perks, very people-oriented, supportive managers
","Is becoming more corporate in processes etc given the size it's growing to
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,18 Mar 2020 ,Great Benefits,"Overall mission to the right thing
","APAC leadership too focussed on sales
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 MBA Candidate,Singapore,13 Feb 2020 ,Amazing learning experience,"Great benefits, great people, best managers I've ever had
","Very political and the culture is changing (for worse)
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Digital Marketing Specialist,Singapore,9 Feb 2020 ,It's probably the best place to work in,"- accelerated learning
- great benefits
- opportunity to work on exciting projectd
","- career progression
- internal processes
Advice to Management
Keep up the great work. Vision of individual department fits into overall company vision as well individual contribution. It terms of clarity, Google is clear about expectations.
In terms of progressions, it depends on the department. Majority of staff switch to other departments so they could climb to the next career ladder, and this is normal at Google.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Marketing Director,"Bedok New Town,",6 Feb 2020 ,Marketing,"Surrounded by highly intellectual and motivated people
","Top heavy and getting political
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,2 Feb 2020 ,Customer Engineer,"great perks, great people, great office
","high pressure, highly competitive,
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Continuous Improvement Project Leader,,29 Jan 2020 ,Systems Analyst,"The salary is high and given a lot of job opportunities
","N/A. All is good about the company.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Senior Software Engineer,Singapore,7 Feb 2020 ,Looking for jobs to gain more success,"The working environment at Google is very much conducive, colleagues are really helpful and attend you when you are in need.
","Well it can get stressful sometimes.
Advice to Management
No real advice to management.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
Anonymous,Singapore,19 Jan 2020 ,Business Analyst,"Business analyst is good environment for junior rep
","Everyday work late, always tough
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,27 Jan 2020 ,Product Marketing Manager,"Great people, exciting and challenging work
","Not very structured and strategies evolve all the time.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Recruiting Coordinator,,16 Dec 2019 ,Recruiter,"Nice people and interesting work / products
","Too structured and slow progression
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,10 Dec 2019 ,Great culture and smart teams,"Strong growth culture and smart people driving the ship
","Getting bigger making it slower
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Engineer,Singapore,3 Dec 2019 ,Very great!,"Talented people, great work life balance
","Things could be a little slow
Be the first to find this review helpful
Helpful
Share
Repor",3.0
Anonymous,,12 Nov 2019 ,Still the best employer to work for,"Smart people, interesting work and good benefits/perks
","Your typical big corporation problems
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,16 Oct 2019 ,Great company,"Casual environment
Good pay
Great perks
It is Google!
","Sometimes too dependent on US
Things are not organized
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,Singapore,17 Oct 2019 ,"Once great and envied, nowadays less unique","Quite a lot of passionate people
Impressive office
Excellent benefits
Powerful brand
(Some) really great products
Still crazy innovative
","Politics are everywhere with personal agendas being pushed down no matter their impact on employees or customers
Mundane work once you’ve been around for a while
Some of the worst middle management out there
Days with back to back meetings are common
Don’t be evil is part of the past
Employee satisfaction surveys or manager feedback system without much effect
Advice to Management
Articles on how Google knows what are the top 5 traits of good managers are everywhere on LinkedIn. How about we start leveraging them to filter out managers?
We used to be a customer centric company, can we go back to those times?
3 people found this review helpful
Helpful
Share
Repor",3.0
Anonymous,,13 Oct 2019 ,Great Place,"Work culture is great and so is the pay
","Nothing as such, a great place to work
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Account Strategist,,18 Sept 2019 ,"good working place, good starting salary","competitive environment, nice office,
","require work OT , sometimes stressful
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,30 Sept 2019 ,Still growing fast,"Running shoulders daily with some of the smartest and most driven people on Earth is very exciting. Tech and infrastructure are top notch and one can feel the energy every minute. The scale of any projects is mind blowing and even less experience employees can be given huge responsibilities.
","Long hours and non-stop pressure, like everywhere else. New mid-career hires are bringing in their politics and bad habits, resulting in a company that is fast building silos where courting political favors has become key to keeping one's job.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Sales,Singapore,17 Sept 2019 ,Sales,"- Good benefits and well-fare
- Collaborative atmosphere if you are in the right team
- A lot opportunities to grow and do your own projects
- Great people network, if you ask someone you don't know for a coffee chat, people usually would say yes.
","- People like to network too much, too much self-branding.
- Getting more and more political, more for those who can show and tell, less for those who's focusing on getting things done.
- Lousy internal process and a lot of the tools are creating more trouble than helping you with your daily work.
Advice to Management
Hire wisely, everything start from people.
1 person found this review helpful
Helpful
Share
Repor",3.0
Anonymous,,15 Sept 2019 ,Marketing executive,"comfortable working environment, good benefits
","long working hours, strong competition
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Project Manager,Singapore,30 Aug 2019 ,Project Manager,"APAC exposure, Technology, Stakeholders, Project Mnagement
","Big org and Agility, Spend Management
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,12 Sept 2019 ,Great company and great people,"The company has the right vision and mission. People in Google are absolutely amazing to work with and extremely collaborative.
","The company is huge and there is too much red tape.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Sales Manager,Singapore,26 Aug 2019 ,GMT Digital - my dream team,"Clear goals, on-time salary, compensations, free events, friendly environment, PRO management
","small space, old-fashioned design, strong requirements
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,15 Aug 2019 ,Amazing place to work,"Great colleagues, exciting environment, company cares for staff
","Navigating its way from a start up to a big company
1 person found this review helpful
Helpful
Share
Repor",5.0
 Systems Analyst,Singapore,7 Aug 2019 ,Great Company,"Everything is perfect. No problems.
","Nothing to share here. Great company.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,4 Aug 2019 ,Business Development Consultant,,"ltant
4 Aug 2019 - Anonymous Employee 
Recommend
CEO Approval
Business Outlook
Pros
Great Culture & Benefits.
Smart Colleagues
Cons
Work Life Balance for Sale Reps can be an issue
Career Promotion is taking longer time
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Senior Software Eng,Singapore,9 Jul 2019 ,Sr Software Eng.,"Excellent Work env and cult.
","Work hrs and vacation alloc.
1 person found this review helpful
Helpful
Share
Repor",5.0
Anonymous,,9 Jun 2019 ,Great,"Free food, great culture, good pay, great benefits, amazing people.
","Honestly can't complain much. Super happy working here :)
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,Singapore,21 May 2019 ,Great Opportunities; Lesser Job Satisfaction,"I shall not touch on the benefits as I think these are over discussed and obvious. What I love about the company is the amalgamation of great minds, collaborative work, amazing opportunities (both work and personal), flat structure, continual education and the freedom to do your work as you seem fit without having to adhere to strict processes and protocols.
","- Your core job is mundane as they tend to hire over qualified people
- They tend to promote unqualified middle managers. I have had met teams where the subordinates are much more knowledgeable and capable than the managers. This, many times made them lose great people.
- What you put hard work on might not materialize to fruition in the future as change is constant. Projects get scrapped all the time. In the end, you feel like you don't achieve much at all.
- Feels like a cult. When you work at Google, you live and breathe Google.
- Distracting work environment with so many going-ons, travels, open office, etc; hard to do work if you are not focused. 
- While they promote work life balance, the truth is, this is hard to have since there are so many projects, changes, travels and filtering of information to have a decent work life balance 
- Ridiculous amounts of unnecessary meetings
Advice to Management
You have great people but really bad managers. You need to revisit at how you promote middle managers and directors and not just those who are visible.
9 people found this review helpful
Helpful
Share
Repor",4.0
Anonymous,,12 Jun 2019 ,Ud,"Ok salary quite acceptable y
","Quite far from home from boon lay
Be the first to find this review helpful
Helpful
Share
Repor",3.0
 Product Specialist,,11 Jun 2019 ,"Great company, Great people","Smart people and amazing exposure to markets
","Hierarchical and lower chances of growth
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Software Engineer,Singapore,5 Jun 2019 ,Software engineer,"- Awesome work life balance.
","- Less variety of work.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Product Marketing Manager,Singapore,8 May 2019 ,Love it!,"Empowered, open, collaborative, satisfying, joyful
","Bureaucracy, ambiguous, arrogant, big, inflexible
3 people found this review helpful
Helpful
Share
Repor",5.0
Anonymous,,1 Jun 2019 ,Account executive,"Great place - inclusive
","Too much noise, tries too hard to stay current
Advice to Management
Nil
Be the first to find this review helpful
Helpful
Share
Repor",3.0
 Software Engineer,Singapore,5 May 2019 ,L3 Experience,"Great benefit. They will cover most of people's general problems.
","Too much politics if you have bad upper-management
1 person found this review helpful
Helpful
Share
Repor",4.0
Anonymous,,21 Apr 2019 ,Customer Success Associate,"Good employee benefits, great culture
","every one else is smarter
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Account Strategist,,3 Apr 2019 ,Great,"people, perks, job scope, great manager
","pace, progression, politics, mundane, slow
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,Singapore,26 Mar 2019 ,A Happy Place,"Brilliant people, flexible work schedule
","Demanding environment and often competitive
1 person found this review helpful
Helpful
Share
Repor",5.0
 Manager,,28 Mar 2019 ,Great place to work in tech industry,"Culture and benefits are tops. Lots of challenges and smart people to work with.
","Highly matrix and you may feel disjointed
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Principal Account Strategist,Singapore,6 Mar 2019 ,Awesome place to work,"Still the best place to work
","Competition, some really smart people
Advice to Management
Overinvest in the best talent
2 people found this review helpful
Helpful
Share
Repor",5.0
Anonymous,,6 Mar 2019 ,Business Development Manager,"Get exposure to the latest technology around VR/AR/Apps
","No clear career path within the organization
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,18 Feb 2019 ,"Great Experience, Awesome Company","1. Smart & Talented people
2. Autonomy
3. Great Projects
","1. easy to form a comfort zone
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,27 Feb 2019 ,Well managed work place with smart & political people,"1. Many new ideas & initiatives to explore and accomplish great results, encouraging culture to generate impact through both self excellency and team work
2. Colleagues are very smart and capable, generally caring for others and co-operative in professional way, with long tenure Googlers exhibit strong political skills to play the game 
3. Good leaders in some organizations bring to the whole org very rewarding career; while the Company also tolerates long time for leaders who are not recognized by overall org. (i.e. Googlegeist results for some leaders lower than average continuously for years but nothing changed)
","Call outs of issues in #Google Walk Out are true, which are deeply rooted in the company culture, processes and leaderships behavior. The company has all problems like the other big MNCs while it is trying to progress to better side, still long way to go.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
Anonymous,,9 Feb 2019 ,Amazing Experience and Great Benefits,"No cut-throat culture, dress slack, many opportunities and overseas excursions. Full pantry, no overtime.
","Diverse and micromanagement might be subtle.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,28 Dec 2018 ,Engineer,"High in salary and growth.
","Couldn't think of anything negative.
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 People Operations,Singapore,24 Nov 2018 ,Still a magical place,"Sunday is phenomenal. The desire to make it a place of respect and inclusion is authentic even if theyre far from achieving it.
","Hasn't figured out compensation for countries in the emerging markets in Asia
4 people found this review helpful
Helpful
Share
Repor",5.0
,,26 Oct 2018 ,Very Good working environment @ google,"fun people to work with
","work can be stressful at times
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,19 Sept 2018 ,AccountManager,"Great Culture & capable team member
","Promotion is hard to get and there is a lot of ambiguity
Be the first to find this review helpful
Helpful
Share
Repor",5.0
 Software Engineer,,15 Sept 2018 ,Steadily going downhill,"- Great salary
- Great benefits
- Generally competent engineers
- Culture of helpfulness and quality in many engineering teams. Most engineers will answer your email and give you advice. 
- Can still find interesting technical work, though there's lots of dull work too, especially if you're more junior.
","- PR-speak is widespread. Executives use vague CYA communication style. To me it's like hearing politicians talk. Transparency has been steadily going down for years, you hear about projects when they're announced or leaked.
- Several high-level execs seem to have a pretty weak ethical compass. Increasing number of ethical scandals, antitrust fines, etc. Internal explanation often weak and unconvincing around these issues.
- Lots of talk of being data driven but what's common is data being used to justify whatever fits data slinger's narrative, including for myopic goal setting that results in adverse second and third order effects (see Goodhart's law). 
- Increasing attitude of engineers just doing whatever they're told, forget the ""do the right thing"" of old times. 
- Project and product churn. Google products are often unfinished and buggy, UIs changing all the time. Lots of talk of rewarding product excellence but lots of cynicism about it (I don't buy it, I don't see the products getting better). Product managers compete to launch features; engineers have increasingly less power to make product decisions.
- If you're more senior you might get pushed to do management, the old days of having a technical individual career option seems over in many teams, at least if you want to get promoted.
- Internal frameworks tend to be overengineered and complex because of many disparate use cases and legacy, easy things take a long time as a result. Critical internal tools can be unstaffed while projects that go nowhere (how many chat apps?) can have massive headcount.
- Crowded noisy open floor offices, with little privacy. I heard some folks outside engineering don't even get a fixed desk anymore.
- AI seems much more important than privacy. Products and strategy seem aligned with getting Google more and more data. Privacy unfriendly defaults, UIs, etc. Might make you uncomfortable if you work on a consumer product.
2 people found this review helpful
Helpful
Share
Repor",3.0
 Software Engineering,Singapore,19 Aug 2018 ,Software Engineer,"Nice people to work with
","Easy to replace as the team is full of super stars
1 person found this review helpful
Helpful
Share
Repor",5.0
Anonymous,,15 Aug 2018 ,Partner Ops,"the company benefits are uncomparable
","nothing that i can think of
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,30 Jul 2018 ,Golden Handcuffs,"Amazing company to start off in, insane perks, incredible workforce and network, great salary, huge learning opportunities
","Can be afraid to leave, get syphoned off into one vertical, difficult to move around
Advice to Management
Try harder to give career change opportunities to employees
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Software Engineer,Singapore,28 Jun 2018 ,Awesome company!,"Growing rapidly despite its mega size
","Hiring process is too slow and painful for candidates
Advice to Management
Hope that there could be more software engineering positions open in the Singapore site.
2 people found this review helpful
Helpful
Share
Repor",5.0
 Strategy Associate,Singapore,24 Jun 2018 ,Strategy Associate,"Great place to work here
","Too many big bets here
1 person found this review helpful
Helpful
Share
Repor",5.0
Anonymous,,4 Jun 2018 ,Account Manager,"Good vibe, Rewarding benefit, work life balance
","Flexible at the core of everything
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,28 May 2018 ,Best place to work for,"Great people , dynamic and fast pace workplace
","Google is big, so it depends on the team and your manager you work for.
Be the first to find this review helpful
Helpful
Share
Repor",5.0
Anonymous,,2 Jun 2018 ,Sales,"Good brand. Innovative. Nice colleagues and wiling to lend a hand whenever help is needed.
","Silo. Need more collaboration. foster more teamwork and able to focus on career development
Be the first to find this review helpful
Helpful
Share
Repor",4.0
 Technical Solutions Consultant,Singapore,2 May 2018 ,Technical Solution Consultant,,"ltant
2 May 2018 - Technical Solutions Consultant in Singapore
Recommend
CEO Approval
Business Outlook
Pros
Good balance, good pay, excellent culture.
Cons
Lack of opportunities for career development
2 people found this review helpful
Helpful
Share
Repor",5.0
Anonymous,,16 May 2018 ,Neutral,"Learn from smart people.
","Very Competitive, not suitable for everyone.
Be the first to find this review helpful
Helpful
Share
Repor",3.0
Anonymous,Singapore,14 Mar 2018 ,Wonderful experience.,"Good pay and very supportive colleagues. Nice environment. I like it very much. The benefits are a lot and I suggest people to work here.
","None at the moment. Google is a big and good company. It is my pleasure to work at one of the biggest company in the world.
Advice to Management
Keep it up!
2 people found this review helpful
Helpful
Share
Repor",5.0
